College,Major,Class
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,PSYCH 460
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,BIOL 211
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,BIOL 212
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,CHEM 177
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,CHEM 178
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,ENGL 150
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,H S 110
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,KIN 252
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,MATH 165
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,KIN 253
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,LIB 160
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,CHEM 331
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,CHEM 332
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,ENGL 250
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,KIN 242
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,KIN 258
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,SOC 134
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,H S 350
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,KIN 355
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,KIN 372
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,PHYS 112
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,PHYS 111
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,SP CM 212
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,KIN 358
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,MICRO 201
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,KIN 360
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,BIOL 211
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,BIOL 212
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,ENGL 150
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,KIN 258
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,H S 110
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,MATH 
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,KIN 252
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,KIN 253
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,LIB 160
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,SOC 134
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,CHEM 177
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,CHEM 178
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,ENGL 250
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,FS HN 367
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,H S 350
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,KIN 372
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,KIN 355
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,PHYS 111
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,PHYS 112
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,SP CM 212
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,PSYCH 460
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,KIN 358
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,KIN 360
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,BIOL 211
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,BIOL 212
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,CHEM 177
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,CHEM 178
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,ENGL 150
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,H S 110
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,KIN 252
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,KIN 253
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,PSYCH 101
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,LIB 160
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,CHEM 231
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,KIN 242
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,ENGL 250
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,SOC 134
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,KIN 258
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,SP CM 212
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,PSYCH 230
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,H S 350
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,KIN 372
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,KIN 360
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,PSYCH 460
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,KIN 355
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,KIN 358
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Optometry,MICRO 201
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,ENGL 302
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,LIB 160
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,SP CM 212
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,BIOL 255
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,BIOL 256
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,BIOL 211
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,CHEM 163
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,FS HN 167
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,MICRO 201
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,FS HN 167
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,PHYS 115
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,BIOL 211
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,CHEM 163
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,FS HN 167
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,MICRO 201
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,PHYS 115
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,PHYS 111
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,STAT 101
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,MATH 140
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,STAT 101
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,STAT 101
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,MATH 104
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,MATH 140
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,STAT 101
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,PSYCH 101
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,PSYCH 230
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,SOC 134
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,PSYCH 101
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,SOC 134
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,PSYCH 101
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,SOC 134
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,PSYCH 230
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,SOC 134
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,PSYCH 101
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,SOC 134
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,ENGL 150
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,ENGL 250
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,LIB 160
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,SP CM 212
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,ENGL 302
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 110
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 350
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 252
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 253
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 258
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 358
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,P R 220
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 105
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 215
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 310
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 385
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 430
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 464
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 485
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,HD FS 270
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,HD FS 449
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,PSYCH 485
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,HD FS 377
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 259
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 266
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 345
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 355
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 360
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 366
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 372
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 385
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 458
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 459
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 462
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 485A
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 380
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,A TR 220
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,FS HN 364
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,FS HN 365
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 310
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 380
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 385
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 430
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 464
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 485
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 259
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 366
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 458
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 467
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 231
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 232
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 236
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 259
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 280
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 281
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 282
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 312
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 313
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 355
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 360
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 365
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 372
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 395
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 417
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 418
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 471
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 475
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,DANCE 211
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 105
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 305
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,C I 202
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,C I 204
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,C I 406
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,BIOL 211
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,BIOL 212
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 242X
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 355
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 360
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 365
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 372
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 464
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 455
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 458
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 462
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 467
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 472
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 473
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 480
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,DANCE 220
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,DANCE 222
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,DANCE 270
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,DANCE 320
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,DANCE 360
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,DANCE 384
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,DANCE 385
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 258
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 358
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 366
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 458
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,A TR 220
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 259
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 266
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 345
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 360
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 462
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 467
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 110
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 350
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 380
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 215
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 305
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 310
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 430
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 467
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 355
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 358
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 360
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 372
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 365
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,A TR 218
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,A TR 221
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,BIOL 255
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,A TR 222
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,ENGL 150
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 110
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,FS HN 167
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 252
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,SOC 134
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 253
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,LIB 160
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,A TR 219
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,A TR 224
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,A TR 223
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,A TR 225
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,A TR 226
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,A TR 240
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,A TR 227
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 215
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,ENGL 250
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 266
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 258
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,A TR 323
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,A TR 326
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,A TR 324
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,A TR 327
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,CHEM 163
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 350
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 355
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 365
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,A TR 425
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,A TR 488
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,A TR 450
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,A TR 489
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 360
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 305
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 480
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,BIOL 211
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,CHEM 163
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,ENGL 150
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,FS HN 167
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 110
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 105
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 252
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 258
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 253
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,PSYCH 230
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,LIB 160
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,PSYCH 101
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,BIOL 255
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,BIOL 256
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,ENGL 250
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 215
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,HD FS 270
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,SP CM 212
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,SOC 134
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 310
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 385
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 350
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 358
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,MICRO 201
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 485
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 430
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,ENGL 150
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,FS HN 167
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 110
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 258
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 252
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,SOC 134
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 253
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,LIB 160
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,SP CM 212
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,BIOL 255
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,ENGL 250
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 259
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 266
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 350
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 355
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 345
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 360
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 358
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 372
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 366
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 385
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,PHYS 115
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 485A
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 380
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 458
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 459
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 462
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,BIOL 211
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,CHEM 163
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,ENGL 150
H SCI,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,FS HN 167
