college, major, class
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 430
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 467
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 355
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 358
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 360
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 372
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 365
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,A TR 218
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,A TR 221
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,BIOL 255
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,A TR 222
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,ENGL 150
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 110
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,FS HN 167
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 252
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,SOC 134
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 253
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,LIB 160
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,A TR 219
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,A TR 224
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,A TR 223
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,A TR 225
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,A TR 226
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,A TR 240
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,A TR 227
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 215
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,ENGL 250
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 266
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 258
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,A TR 323
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,A TR 326
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,A TR 324
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,A TR 327
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,CHEM 163
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 350
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 355
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 365
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,A TR 425
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,A TR 488
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,A TR 450
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,A TR 489
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 360
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 305
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 480
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,BIOL 211
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,CHEM 163
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,ENGL 150
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,FS HN 167
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 110
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 105
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 252
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 258
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 253
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,PSYCH 230
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,LIB 160
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,PSYCH 101
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,BIOL 255
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,BIOL 256
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,ENGL 250
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 215
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,HD FS 270
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,SP CM 212
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,SOC 134
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 310
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 385
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 350
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 358
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,MICRO 201
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 485
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 430
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,ENGL 150
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,FS HN 167
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 110
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 258
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 252
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,SOC 134
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 253
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,LIB 160
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,SP CM 212
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,BIOL 255
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,ENGL 250
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 259
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 266
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 350
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 355
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 345
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 360
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 358
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 372
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 366
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 385
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,PHYS 115
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 485A
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 380
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 458
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 459
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 462
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,BIOL 211
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,CHEM 163
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,ENGL 150
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,FS HN 167
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 110
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 258
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 252
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,SOC 134
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 253
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,LIB 160
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,BIOL 255
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,BIOL 256
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,ENGL 250
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,SP CM 212
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 259
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,MICRO 201
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,FS HN 364
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 310
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 380
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 350
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 385
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 358
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 464
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 366
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 485
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 430
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 458
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 467
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,C I 204
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,DANCE 211
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,ENGL 150
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 236
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 110
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 258
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 252
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 280
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 253
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,LIB 160
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,SOC 134
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,PSYCH 230
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,BIOL 255
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,BIOL 256
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,ENGL 250
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,C I 202
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 105
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 305
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 231
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 282
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 232
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,SP CM 212
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 259
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 281
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 312
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 350
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 360
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 313
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 372
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 358
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,PHYS 115
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,C I 406
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 417
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 418
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 355
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 395
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 475
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,BIOL 211
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,BIOL 212
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,CHEM 177
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,CHEM 178
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,ENGL 150
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 110
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 252
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 253
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,LIB 160
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,CHEM 331
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,CHEM 332 
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,ENGL 250
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,SOC 134
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 258
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,SP CM 212
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 350
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 372
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 355
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,PHYS 111
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 360
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,PHIL 331
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,FS HN 367
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 358
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,BIOL 211
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,BIOL 212
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,CHEM 177
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,CHEM 178
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,ENGL 150
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 110
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 252
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 253
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,LIB 160
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,CHEM 331
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,CHEM 332
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,ENGL 250
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 242
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 258
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,SOC 134
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,BBMB 404
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 350
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 355
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 372
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,PHYS 112
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,PHYS 111
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,SP CM 212
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 358
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 360
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,BIOL 211
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,BIOL 212
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,CHEM 177
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,CHEM 178
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,ENGL 150
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 110
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 252
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,MATH 165
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 253
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,LIB 160
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,CHEM 331
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,CHEM 332
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,ENGL 250
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 242
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 258
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,SOC 134
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,BBMB 404
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 350
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 372
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 355
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,PHYS 111
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,PHYS 112
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,SP CM 212
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 358
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 360
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,BIOL 211
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,BIOL 212
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,ENGL 150
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 258
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 110
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 252
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,SOC 134
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 253
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,LIB 160
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,PSYCH 101
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,ENGL 250
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,PSYCH 230
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 350
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 372
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 355
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,SP CM 212
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 360
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,PHIL 331
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,FS HN 367
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 358
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,PSYCH 460
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,BIOL 211
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,BIOL 212
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,CHEM 177
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,CHEM 178
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,ENGL 150
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 110
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 252
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,MATH 165
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 253
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,LIB 160
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,CHEM 331
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,CHEM 332
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,ENGL 250
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 242
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 258
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,SOC 134
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 350
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 355
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 372
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,PHYS 112
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,PHYS 111
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,SP CM 212
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 358
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,MICRO 201
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 360
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,BIOL 211
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,BIOL 212
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,ENGL 150
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 258
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 110
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,MATH 
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 252
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 253
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,LIB 160
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,SOC 134
